scaffold_number	gene_id	rna_id	rna_type	rna_start	rna_end	intron_start	intron_end	+/-
DS571312	EHI_032670	EHI_032670A	mRNA	4830	5232	4894	4933	+
DS571182	EHI_010740	EHI_010740A	mRNA	76438	82929	77421	77531	+
DS571297	EHI_142760	EHI_142760A	mRNA	16853	17804	17294	17351	+
DS571172	EHI_014210	EHI_014210A	mRNA	77597	78251	78194	78242	-
DS571162	EHI_155580	EHI_155580A	mRNA	83263	83816	83650	83705	+
DS571154	EHI_178770	EHI_178770A	mRNA	82818	83855	83621	83679	-
DS571154	EHI_178770	EHI_178770A	mRNA	82818	83855	83710	83761	-
DS571146	EHI_148060	EHI_148060A	mRNA	12108	12983	12768	12817	-
DS571286	EHI_026440	EHI_026440A	mRNA	32437	33390	32626	32859	+
DS571368	EHI_114340	EHI_114340A	mRNA	7713	8903	8145	8192	-
DS571146	EHI_148740	EHI_148740A	mRNA	142321	142902	142551	142640	+
DS571345	EHI_002210	EHI_002210A	mRNA	21485	23064	22698	22759	+
DS571266	EHI_029030	EHI_029030A	mRNA	30851	31205	31106	31157	-
DS571190	EHI_038640	EHI_038640A	mRNA	14257	14773	14674	14755	+
DS571275	EHI_081370	EHI_081370A	mRNA	26177	26536	26188	26247	+
DS571370	EHI_053590	EHI_053590A	mRNA	16453	17578	17495	17540	+
DS571216	EHI_164820	EHI_164820A	mRNA	27013	30679	30415	30475	-
DS571174	EHI_035400	EHI_035400A	mRNA	8923	9620	9196	9239	-
DS571170	EHI_131050	EHI_131050A	mRNA	66558	68040	67613	67736	-
DS571195	EHI_004790	EHI_004790A	mRNA	16564	17662	16571	16625	+
DS571220	EHI_174080	EHI_174080A	mRNA	9399	14311	9553	9601	+
DS571220	EHI_174080	EHI_174080A	mRNA	9399	14311	9692	9741	+
DS571220	EHI_174080	EHI_174080A	mRNA	9399	14311	9832	9887	+
DS571429	EHI_113560	EHI_113560A	mRNA	11281	12631	11590	11647	+
DS571184	EHI_009560	EHI_009560A	mRNA	48607	49666	48894	48999	-
DS571179	EHI_093710	EHI_093710A	mRNA	8124	9709	8638	8692	+
DS571179	EHI_093710	EHI_093710A	mRNA	8124	9709	8933	8997	+
DS571179	EHI_093710	EHI_093710A	mRNA	8124	9709	9286	9350	+
DS571201	EHI_100260	EHI_100260A	mRNA	18913	21120	19049	19107	+
DS571201	EHI_100260	EHI_100260A	mRNA	18913	21120	19214	19274	+
DS571405	EHI_011540	EHI_011540A	mRNA	5408	5887	5444	5509	-
DS571294	EHI_081720	EHI_081720A	mRNA	14696	17449	14816	14874	+
DS571294	EHI_081720	EHI_081720A	mRNA	14696	17449	15193	15334	+
DS571260	EHI_138800	EHI_138800A	mRNA	17074	18383	17866	18089	-
DS571260	EHI_138800	EHI_138800A	mRNA	17074	18383	18217	18282	-
DS571160	EHI_126130	EHI_126130A	mRNA	107176	107719	107439	107484	+
DS571402	EHI_067560	EHI_067560A	mRNA	10924	13230	13090	13140	-
DS571382	EHI_038280	EHI_038280A	mRNA	6891	9950	9617	9707	-
DS571382	EHI_038280	EHI_038280A	mRNA	6891	9950	9865	9941	-
DS571587	EHI_033850	EHI_033850A	mRNA	3138	4074	3323	3371	+
DS571299	EHI_099720	EHI_099720A	mRNA	14240	14688	14602	14669	-
DS571163	EHI_096500	EHI_096500A	mRNA	59084	59997	59537	59589	+
DS571181	EHI_004540	EHI_004540A	mRNA	68271	69210	68289	68358	-
DS571178	EHI_007500	EHI_007500A	mRNA	8511	9651	8736	8787	-
DS571178	EHI_007500	EHI_007500A	mRNA	8511	9651	9431	9484	-
DS571147	EHI_044680	EHI_044680A	mRNA	30723	31659	31425	31476	+
DS571301	EHI_060400	EHI_060400A	mRNA	24679	25443	24986	25037	-
DS571301	EHI_060400	EHI_060400A	mRNA	24679	25443	25114	25177	-
DS571198	EHI_024240	EHI_024240A	mRNA	3071	5738	3242	3378	-
DS571198	EHI_024240	EHI_024240A	mRNA	3071	5738	4823	4863	-
